beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name
0.0466	Interstitial lung disease endpoints	SEPTICHE_PNEUMONIA	Pneumonia derived septichemia	0.8171	SEPTICHE_PNEUMONIA	Pneumonia derived septichemia	Interstitial lung disease endpoints
0.0466	Asthma and related endpoints	ASTHMA_SEPTICHE_PNEUMONIA	Pneumonia derived septichemia	0.8171	ASTHMA_SEPTICHE_PNEUMONIA	Pneumonia derived septichemia	Asthma and related endpoints
-0.0104	Asthma and related endpoints	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded)	0.8181	ASTHMA_NAS_EXMORE	Asthma, unspecified (mode) (more controls excluded)	Asthma and related endpoints
0.013	Neoplasms from cancer register	C3_DIGESTIVE_ORGANS	Malignant neoplasm of digestive organs	0.8181	C3_DIGESTIVE_ORGANS	Malignant neoplasm of digestive organs	Neoplasms from cancer register
0.0145	Rheuma endpoints	RHEUMA_SEROPOS	Seropositive rheumatoid arthritis	0.8182	RHEUMA_SEROPOS	Seropositive rheumatoid arthritis	Rheuma endpoints
0.0176	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	0.8189	D3_IMMUNEMECHANISM	Certain disorders involving the immune mechanism	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.0424	Diseases of the genitourinary system	N14_NEPHROTICSYND	Nephrotic syndrome	0.8199	N14_NEPHROTICSYND	Nephrotic syndrome	Diseases of the genitourinary system
0.0405	Interstitial lung disease endpoints	VIRALPNEUMONAS	Viral pneumonia (unknown virus, not influenza)	0.8213	VIRALPNEUMONAS	Viral pneumonia (unknown virus, not influenza)	Interstitial lung disease endpoints
0.0242	Diseases of the digestive system	HERING_BILATERAL	Inguinal hernia, bilateral	0.8215	HERING_BILATERAL	Inguinal hernia, bilateral	Diseases of the digestive system
0.0151	Other	OTHER_ILD_CVD_COMORB	Other ILD-related CVD-co-morbidities	0.8222	OTHER_ILD_CVD_COMORB	Other ILD-related CVD-co-morbidities	Other
0.0085	Factors influencing health status and contact with health services	Z21_SUPERV_NORMAL_PREGNAC1	Supervision of normal pregnancy	0.8226	Z21_SUPERV_NORMAL_PREGNAC1	Supervision of normal pregnancy	Factors influencing health status and contact with health services
-0.0188	Diseases of the nervous system	G6_ROOTPLEXOTHUNS	Other and unspecified nerve root and plexus disorders, also in other diseases	0.8232	G6_ROOTPLEXOTHUNS	Other and unspecified nerve root and plexus disorders, also in other diseases	Diseases of the nervous system
-0.0266	Diseases of the eye and adnexa	MACULAR_PUCKER	Macular pucker	0.8234	MACULAR_PUCKER	Macular pucker	Diseases of the eye and adnexa
-0.0171	Diseases of the genitourinary system	N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	0.8234	N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	Diseases of the genitourinary system
0.0237	Endocrine, nutritional and metabolic diseases	E4_METABO	Other metabolic disorders	0.8236	E4_METABO	Other metabolic disorders	Endocrine, nutritional and metabolic diseases
-0.058	Neoplasms from cancer register	C3_CLL_EXALLC	Chronic lymphocytic leukaemia (other cancers excluded from controls)	0.8238	C3_CLL_EXALLC	Chronic lymphocytic leukaemia (other cancers excluded from controls)	Neoplasms from cancer register
0.0566	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_UPPERLIMB_EXALLC	Melanocytic naevi of upper limb, including shoulder (other cancers excluded from controls)	0.8242	CD2_BENIGN_MELANOCYTIC_UPPERLIMB_EXALLC	Melanocytic naevi of upper limb, including shoulder (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.0084	Diseases of the ear and mastoid process	H8_MIDDLEMASTOID	Diseases of middle ear and mastoid	0.8254	H8_MIDDLEMASTOID	Diseases of middle ear and mastoid	Diseases of the ear and mastoid process
-0.0075	Diseases of the eye and adnexa	H7_LIDLACRIMALORBIT	Disorders of eyelid, lacrimal system and orbit	0.8256	H7_LIDLACRIMALORBIT	Disorders of eyelid, lacrimal system and orbit	Diseases of the eye and adnexa
0.032	Neurological endpoints	AD_AM	Alzheimer's disease (Atypical or mixed)	0.826	AD_AM	Alzheimer's disease (Atypical or mixed)	Neurological endpoints
-0.0494	Diseases of the circulatory system	I9_ARTEMBTHRNAS	Other arterial embolism and thrombosis	0.826	I9_ARTEMBTHRNAS	Other arterial embolism and thrombosis	Diseases of the circulatory system
-0.0547	Neoplasms from cancer register	C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (other cancers excluded from controls)	0.8266	C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (other cancers excluded from controls)	Neoplasms from cancer register
-0.0053	Diseases of the circulatory system	RX_STATIN	Statin medication	0.8266	RX_STATIN	Statin medication	Diseases of the circulatory system
-0.0361	Mental and behavioural disorders	F5_SCHIZOTYP	Schizotypal disorder	0.8267	F5_SCHIZOTYP	Schizotypal disorder	Mental and behavioural disorders
0.0454	Mental and behavioural disorders	F5_CONDUCT	Conduct disorder	0.8268	F5_CONDUCT	Conduct disorder	Mental and behavioural disorders
0.0226	Factors influencing health status and contact with health services	Z21_PROBL_RELATED_CERTA_PSYCHOSO_CIRCUMSTANC	Problems related to certain psychosocial circumstances	0.827	Z21_PROBL_RELATED_CERTA_PSYCHOSO_CIRCUMSTANC	Problems related to certain psychosocial circumstances	Factors influencing health status and contact with health services
0.0197	Rheuma endpoints	SPONDYLOPATHY_FG	Spondylopathies (FG)	0.8276	SPONDYLOPATHY_FG	Spondylopathies (FG)	Rheuma endpoints
0.0464	Diabetes endpoints	DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	0.8284	DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	Diabetes endpoints
0.0187	Injury, poisoning and certain other consequences of external causes	ST19_INJURY_EYE_ORBIT	Injury of eye and orbit	0.8285	ST19_INJURY_EYE_ORBIT	Injury of eye and orbit	Injury, poisoning and certain other consequences of external causes
0.0286	Neoplasms from hospital discharges	CD2_BENIGN_LIPO_SKIN_HEADFACENECK_EXALLC	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck (other cancers excluded from controls)	0.8286	CD2_BENIGN_LIPO_SKIN_HEADFACENECK_EXALLC	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0285	Neoplasms from hospital discharges	CD2_BENIGN_LIPO_SKIN_HEADFACENECK	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck	0.829	CD2_BENIGN_LIPO_SKIN_HEADFACENECK	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck	Neoplasms from hospital discharges
-0.0693	Pregnancy, childbirth and the puerperium	O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	0.8291	O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	Pregnancy, childbirth and the puerperium
-0.0126	Diabetes endpoints	GEST_DIABETES	Gestational diabetes (for exclusion)	0.8292	GEST_DIABETES	Gestational diabetes (for exclusion)	Diabetes endpoints
0.0255	Neoplasms from hospital discharges	CD2_BENIGN_MENINGES_EXALLC	Benign neoplasm of meninges (other cancers excluded from controls)	0.8299	CD2_BENIGN_MENINGES_EXALLC	Benign neoplasm of meninges (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0624	Diseases of the skin and subcutaneous tissue	L12_DYSHIDROSIS	Dyshidrosis [pompholyx]	0.83	L12_DYSHIDROSIS	Dyshidrosis [pompholyx]	Diseases of the skin and subcutaneous tissue
-0.0589	Neoplasms from hospital discharges	CD2_BENIGN_PERIPH_AUTO_NEURO_EXALLC	Benign neoplasm: Peripheral nerves and autonomic nervous system (other cancers excluded from controls)	0.8311	CD2_BENIGN_PERIPH_AUTO_NEURO_EXALLC	Benign neoplasm: Peripheral nerves and autonomic nervous system (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.0581	Neoplasms from hospital discharges	CD2_BENIGN_PERIPH_AUTO_NEURO	Benign neoplasm: Peripheral nerves and autonomic nervous system	0.8333	CD2_BENIGN_PERIPH_AUTO_NEURO	Benign neoplasm: Peripheral nerves and autonomic nervous system	Neoplasms from hospital discharges
-0.0274	Endocrine, nutritional and metabolic diseases	E4_HYPOGLYC	Hypoglycaemia, other or unspecified	0.8333	E4_HYPOGLYC	Hypoglycaemia, other or unspecified	Endocrine, nutritional and metabolic diseases
0.046	Certain infectious and parasitic diseases	CAMPYLOENTERITIS	Campylobacter enteritis	0.8335	CAMPYLOENTERITIS	Campylobacter enteritis	Certain infectious and parasitic diseases
0.024	Diseases of the nervous system	G6_NEUINFL	Inflammatory diseases of the central nervous system	0.8346	G6_NEUINFL	Inflammatory diseases of the central nervous system	Diseases of the nervous system
-0.0479	Diseases of the genitourinary system	N14_URETHRITISANDURSYNDR	Urehtritis and urethral syndrome	0.8349	N14_URETHRITISANDURSYNDR	Urehtritis and urethral syndrome	Diseases of the genitourinary system
-0.0076	Neoplasms from hospital discharges	CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC	Leiomyoma of uterus (other cancers excluded from controls)	0.835	CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC	Leiomyoma of uterus (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0347	Diseases of the eye and adnexa	H7_CONJUNCTIVITISATOPIC	Atopic conjunctivitis	0.8361	H7_CONJUNCTIVITISATOPIC	Atopic conjunctivitis	Diseases of the eye and adnexa
0.0121	Diseases of the ear and mastoid process	H8_SUP_ACUTE	Acute suppurative otitis media	0.8361	H8_SUP_ACUTE	Acute suppurative otitis media	Diseases of the ear and mastoid process
-0.0572	Gastrointestinal endpoints	CHRONHEP_NAS	Chronic hepatitis NAS	0.8364	CHRONHEP_NAS	Chronic hepatitis NAS	Gastrointestinal endpoints
-0.0463	Diabetes endpoints	DM_POLYNEURO	Diabetic polyneuropathy	0.8364	DM_POLYNEURO	Diabetic polyneuropathy	Diabetes endpoints
0.0218	Diseases of the digestive system	FEMINGHER_BILATERAL	Inguinal or femoral hernia, bilateral	0.8366	FEMINGHER_BILATERAL	Inguinal or femoral hernia, bilateral	Diseases of the digestive system
-0.0146	Injury, poisoning and certain other consequences of external causes	ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones	0.8368	ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones	Injury, poisoning and certain other consequences of external causes
-0.0424	Diseases of the digestive system	FEMHER_UNILATERAL	Femoral hernia, unilateral	0.8371	FEMHER_UNILATERAL	Femoral hernia, unilateral	Diseases of the digestive system
-0.0424	Diseases of the digestive system	FEMNINGHER_UNILATERAL	Inguinal of femoral hernia, unilateral	0.8371	FEMNINGHER_UNILATERAL	Inguinal of femoral hernia, unilateral	Diseases of the digestive system
-0.0424	Diseases of the digestive system	HERING_UNILATERAL	Inguinal hernia, unilateralk	0.8371	HERING_UNILATERAL	Inguinal hernia, unilateralk	Diseases of the digestive system
0.025	Pregnancy, childbirth and the puerperium	O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	0.8372	O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	Pregnancy, childbirth and the puerperium
0.0098	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_NUTRIANAEMIA	Nutritional anaemias	0.8401	D3_NUTRIANAEMIA	Nutritional anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
-0.0099	Rheuma endpoints	PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	0.8405	PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	Rheuma endpoints
-0.0184	Diseases of the digestive system	K11_CHOLECYST	Chlocystitis	0.8411	K11_CHOLECYST	Chlocystitis	Diseases of the digestive system
0.034	Diseases of the musculoskeletal system and connective tissue	M13_SACROILIITIS	Sacroiliitis, not elsewhere classified	0.8412	M13_SACROILIITIS	Sacroiliitis, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue
0.0391	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	0.8413	D3_ACUTEPOSTBLEEDANAEMIA	Acute posthaemorrhagic anaemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.009	Diseases of the genitourinary system	N14_BREAST	Disorders of breast	0.8415	N14_BREAST	Disorders of breast	Diseases of the genitourinary system
0.0197	Injury, poisoning and certain other consequences of external causes	ST19_SUPERF_INJURY_HIP_THIGH	Superficial injury of hip and thigh	0.8415	ST19_SUPERF_INJURY_HIP_THIGH	Superficial injury of hip and thigh	Injury, poisoning and certain other consequences of external causes
-0.0178	Diseases of the respiratory system	J10_LARYNGITIS	Acute laryngitis and tracheitis	0.8421	J10_LARYNGITIS	Acute laryngitis and tracheitis	Diseases of the respiratory system
-0.0392	Rheuma endpoints	SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis	0.8425	SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis	Rheuma endpoints
0.0478	Psychiatric endpoints	KRA_PSY_AUTISM	Autism spe	0.8429	KRA_PSY_AUTISM	Autism spe	Psychiatric endpoints
0.0382	Diseases of the nervous system	G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	0.8447	G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	Diseases of the nervous system
-0.0401	Diseases of the circulatory system	I9_VASCINT	Vascular diseases of the intestine	0.8448	I9_VASCINT	Vascular diseases of the intestine	Diseases of the circulatory system
-0.0504	Neoplasms from cancer register	C3_CLL	Chronic lymphocytic leukaemia	0.845	C3_CLL	Chronic lymphocytic leukaemia	Neoplasms from cancer register
0.0169	Asthma and related endpoints	CHILDHOOD_ALLERGY	Childhood allergy (age < 16)	0.8452	CHILDHOOD_ALLERGY	Childhood allergy (age < 16)	Asthma and related endpoints
0.0186	Congenital malformations, deformations and chromosomal abnormalities	Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	0.8453	Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	Congenital malformations, deformations and chromosomal abnormalities
0.0494	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_UPPERLIMB	Melanocytic naevi of upper limb, including shoulder	0.8456	CD2_BENIGN_MELANOCYTIC_UPPERLIMB	Melanocytic naevi of upper limb, including shoulder	Neoplasms from hospital discharges
-0.0098	Diseases of the respiratory system	J10_TONSILLITIS	Other and unspecified tonssillitis	0.8461	J10_TONSILLITIS	Other and unspecified tonssillitis	Diseases of the respiratory system
0.0213	Certain infectious and parasitic diseases	AB1_BACT_BIR_OTHER_INF_AGENTS	Bacterial, viral and other infectious agents	0.8465	AB1_BACT_BIR_OTHER_INF_AGENTS	Bacterial, viral and other infectious agents	Certain infectious and parasitic diseases
-0.0063	Diseases of the musculoskeletal system and connective tissue	M13_KNEEDERANGEMENTS	Internar derangement of knee	0.8466	M13_KNEEDERANGEMENTS	Internar derangement of knee	Diseases of the musculoskeletal system and connective tissue
-0.0349	Diseases of the musculoskeletal system and connective tissue	M13_SACROCOGG	Sacrococcygeal disorders, not elsewhere classified	0.8478	M13_SACROCOGG	Sacrococcygeal disorders, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue
0.0068	Diabetes endpoints	DM_RETINOPATHY	Diabetic retinopathy	0.8482	DM_RETINOPATHY	Diabetic retinopathy	Diabetes endpoints
-0.0279	Factors influencing health status and contact with health services	Z21_PROBL_RELATED_MEDICAL_FACILITI_OTH_HEALTH_CARE	Problems related to medical facilities and other health care	0.8488	Z21_PROBL_RELATED_MEDICAL_FACILITI_OTH_HEALTH_CARE	Problems related to medical facilities and other health care	Factors influencing health status and contact with health services
0.0389	Asthma and related endpoints	PNEUMO_SEPTHICHE	Pneumococcal septichemia	0.849	PNEUMO_SEPTHICHE	Pneumococcal septichemia	Asthma and related endpoints
0.0076	Factors influencing health status and contact with health services	Z21_CARE_INVOLVI_USE_REHAB_PROCED	Care involving use of rehabilitation procedures	0.8498	Z21_CARE_INVOLVI_USE_REHAB_PROCED	Care involving use of rehabilitation procedures	Factors influencing health status and contact with health services
-0.0071	Endocrine, nutritional and metabolic diseases	E4_LIPOPROT	Disorders of lipoprotein metabolism and other lipidaemias	0.85	E4_LIPOPROT	Disorders of lipoprotein metabolism and other lipidaemias	Endocrine, nutritional and metabolic diseases
0.0102	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_APLASTICANDOTHANAEMIA	Aplastic and other anaemias	0.8501	D3_APLASTICANDOTHANAEMIA	Aplastic and other anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.047	Congenital malformations, deformations and chromosomal abnormalities	Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	0.8502	Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	Congenital malformations, deformations and chromosomal abnormalities
0.0532	Diseases of the skin and subcutaneous tissue	L12_URTICA_IDIOPAT	Idiopathic urticaria	0.8503	L12_URTICA_IDIOPAT	Idiopathic urticaria	Diseases of the skin and subcutaneous tissue
-0.0641	Factors influencing health status and contact with health services	Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED	Dependence on enabling machines and devices, not elsewhere classified	0.8505	Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED	Dependence on enabling machines and devices, not elsewhere classified	Factors influencing health status and contact with health services
-0.0447	Diseases of the eye and adnexa	H7_CONJUVASC	Other conjunctival vascular disorders and cysts	0.8509	H7_CONJUVASC	Other conjunctival vascular disorders and cysts	Diseases of the eye and adnexa
-0.0314	Diseases of the nervous system	G6_MENINGBACT	Bacterial meningitis	0.8513	G6_MENINGBACT	Bacterial meningitis	Diseases of the nervous system
-0.012	Diseases of the digestive system	K11_ULCER	Ulcerative colitis	0.8515	K11_ULCER	Ulcerative colitis	Diseases of the digestive system
0.022	Neoplasms from hospital discharges	CD2_BENIGN_MENINGES	Benign neoplasm of meninges	0.8516	CD2_BENIGN_MENINGES	Benign neoplasm of meninges	Neoplasms from hospital discharges
0.0364	Diseases of the circulatory system	I9_VARICVEOES	Oesophageal varices	0.8516	I9_VARICVEOES	Oesophageal varices	Diseases of the circulatory system
-0.0471	Neoplasms from cancer register	C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	0.8519	C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	Neoplasms from cancer register
-0.0087	Diseases of the eye and adnexa	H7_OCUMUSCLE	Disorders of ocular muscles, binocular movement, accommodation and refraction	0.8541	H7_OCUMUSCLE	Disorders of ocular muscles, binocular movement, accommodation and refraction	Diseases of the eye and adnexa
-0.0132	Injury, poisoning and certain other consequences of external causes	ST19_INJURI_NECK	Injuries to the neck	0.8541	ST19_INJURI_NECK	Injuries to the neck	Injury, poisoning and certain other consequences of external causes
0.0335	Neoplasms from hospital discharges	CD2_NONHODGKIN_NAS	Other and unspecified types of non-Hodgkin lymphoma	0.8545	CD2_NONHODGKIN_NAS	Other and unspecified types of non-Hodgkin lymphoma	Neoplasms from hospital discharges
0.0314	Diseases of the circulatory system	I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy	0.8548	I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy	Diseases of the circulatory system
-0.0422	Injury, poisoning and certain other consequences of external causes	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_THORAX	Dislocation, sprain and strain of joints and ligaments of thorax	0.8552	ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_THORAX	Dislocation, sprain and strain of joints and ligaments of thorax	Injury, poisoning and certain other consequences of external causes
-0.0242	Other	THYROIDITIS	Thyroiditis	0.8553	THYROIDITIS	Thyroiditis	Other
0.0254	Neoplasms from hospital discharges	CD2_BENIGN_MELANOCYTIC_FACE_EXALLC	Melanocytic naevi of other and unspecified parts of face (other cancers excluded from controls)	0.8555	CD2_BENIGN_MELANOCYTIC_FACE_EXALLC	Melanocytic naevi of other and unspecified parts of face (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0535	Congenital malformations, deformations and chromosomal abnormalities	Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Chromosomal abnormalities, not elsewhere classified	0.8556	Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Chromosomal abnormalities, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities
0.0056	Interstitial lung disease endpoints	ILD_ENDPOINTS	Interstitial lung disease endpoints	0.8557	ILD_ENDPOINTS	Interstitial lung disease endpoints	Interstitial lung disease endpoints
-0.0047	Diseases of the respiratory system	J10_INFLUPNEU	Influenza and pneumonia	0.8557	J10_INFLUPNEU	Influenza and pneumonia	Diseases of the respiratory system
-0.0551	Pregnancy, childbirth and the puerperium	O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	0.8557	O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	Pregnancy, childbirth and the puerperium
-0.0376	Neoplasms from cancer register	C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous (other cancers excluded from controls)	0.8563	C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous (other cancers excluded from controls)	Neoplasms from cancer register
-0.0548	Congenital malformations, deformations and chromosomal abnormalities	Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	0.8563	Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	Congenital malformations, deformations and chromosomal abnormalities
-0.0231	Diseases of the nervous system	GE_MODE	Generalized epilepsy, mode (most common among epilepsy diagnosis)	0.8566	GE_MODE	Generalized epilepsy, mode (most common among epilepsy diagnosis)	Diseases of the nervous system
-0.0571	Mental and behavioural disorders	F5_KELARET	Kela-code for behavioural disturbances in mental retardation	0.857	F5_KELARET	Kela-code for behavioural disturbances in mental retardation	Mental and behavioural disorders
-0.0427	Mental and behavioural disorders	F5_ANXPER	Anxious personality disorder	0.8576	F5_ANXPER	Anxious personality disorder	Mental and behavioural disorders
0.0137	Diseases of the musculoskeletal system and connective tissue	M13_HAMMERTOE	Other hammer toe(s) (acquired)	0.8583	M13_HAMMERTOE	Other hammer toe(s) (acquired)	Diseases of the musculoskeletal system and connective tissue
0.0204	Diseases of the genitourinary system	N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	0.8593	N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	Diseases of the genitourinary system
0.0072	Diseases of the eye and adnexa	H7_RETINALDISOTH	Other retinal disorders	0.8598	H7_RETINALDISOTH	Other retinal disorders	Diseases of the eye and adnexa
-0.0072	Mental and behavioural disorders	F5_ALLANXIOUS	All anxiety disorders	0.8605	F5_ALLANXIOUS	All anxiety disorders	Mental and behavioural disorders
0.0332	Diseases of the nervous system	G6_MONOOTHUNS	Other and unsepcified mononeuropathies, also in other diseases	0.8616	G6_MONOOTHUNS	Other and unsepcified mononeuropathies, also in other diseases	Diseases of the nervous system
-0.0217	Neoplasms from cancer register	C3_BLADDER_EXALLC	Malignant neoplasm of bladder (other cancers excluded from controls)	0.8623	C3_BLADDER_EXALLC	Malignant neoplasm of bladder (other cancers excluded from controls)	Neoplasms from cancer register
-0.0215	Mental and behavioural disorders	F5_ANOREX	Anorexia (incl.atypical)	0.8629	F5_ANOREX	Anorexia (incl.atypical)	Mental and behavioural disorders
-0.0207	Mental and behavioural disorders	F5_MOODOTH	Other and unspecidied mood [affective] disorders	0.863	F5_MOODOTH	Other and unspecidied mood [affective] disorders	Mental and behavioural disorders
0.0205	Psychiatric endpoints	KRA_PSY_SPEELING	Speech and linguistic disorders	0.863	KRA_PSY_SPEELING	Speech and linguistic disorders	Psychiatric endpoints
-0.04	Diseases of the eye and adnexa	H7_BINOCUMOVOTH	Other disorders of binocular movement	0.8633	H7_BINOCUMOVOTH	Other disorders of binocular movement	Diseases of the eye and adnexa
-0.0177	Diseases of the eye and adnexa	H7_RETIVASCOCCLUSION	Retinal vascular occlusion	0.8649	H7_RETIVASCOCCLUSION	Retinal vascular occlusion	Diseases of the eye and adnexa
-0.0045	Diseases of the digestive system	K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	0.8662	K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	Diseases of the digestive system
-0.0165	Diseases of the eye and adnexa	H7_CHALAZION	Chalazion	0.8663	H7_CHALAZION	Chalazion	Diseases of the eye and adnexa
-0.0094	Diseases of the musculoskeletal system and connective tissue	M13_SYSTCONNECT	Systemic connective tissue disorders	0.8671	M13_SYSTCONNECT	Systemic connective tissue disorders	Diseases of the musculoskeletal system and connective tissue
0.0184	Mental and behavioural disorders	F5_SCHIZOAFF	Schizoaffective disorder	0.8673	F5_SCHIZOAFF	Schizoaffective disorder	Mental and behavioural disorders
-0.0157	Diseases of the respiratory system	J10_OTHERINSTPULM	Other insterstitial pulmonary diseases	0.8679	J10_OTHERINSTPULM	Other insterstitial pulmonary diseases	Diseases of the respiratory system
-0.0504	Mental and behavioural disorders	F5_PSYCHDEVOTH	Other and unspecified disorders of psychological development	0.8684	F5_PSYCHDEVOTH	Other and unspecified disorders of psychological development	Mental and behavioural disorders
-0.0208	Pregnancy, childbirth and the puerperium	O15_LABOUR_OTHER	Other complications of labour and delivery, not elsewhere classified	0.8686	O15_LABOUR_OTHER	Other complications of labour and delivery, not elsewhere classified	Pregnancy, childbirth and the puerperium
0.0172	Diseases of the genitourinary system	N14_KIDUROTH	Other disorders of kidney and ureter	0.8689	N14_KIDUROTH	Other disorders of kidney and ureter	Diseases of the genitourinary system
0.0324	Diseases of the ear and mastoid process	H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function	0.8693	H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function	Diseases of the ear and mastoid process
0.0427	Diseases of the nervous system	G6_AUTONOM	Autonomic disorders	0.8701	G6_AUTONOM	Autonomic disorders	Diseases of the nervous system
-0.0302	Neoplasms from cancer register	C3_MESTOTHEL_SOFTTISSUE_EXALLC	Melignant neoplasm of mesothelium and soft tissue (other cancers excluded from controls)	0.8703	C3_MESTOTHEL_SOFTTISSUE_EXALLC	Melignant neoplasm of mesothelium and soft tissue (other cancers excluded from controls)	Neoplasms from cancer register
-0.0081	Diseases of the ear and mastoid process	H8_MED_SUPP	Suppurative and unspecified otitis media	0.8708	H8_MED_SUPP	Suppurative and unspecified otitis media	Diseases of the ear and mastoid process
0.0337	Diseases of the skin and subcutaneous tissue	L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	0.8719	L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	Diseases of the skin and subcutaneous tissue
-0.0142	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_ENLARGED_LYMPH_NODES	Enlarged lymph nodes	0.872	R18_ENLARGED_LYMPH_NODES	Enlarged lymph nodes	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
0.0145	Other	FG_CARDMYO	Cardiomyopathy (excluding other)	0.8724	FG_CARDMYO	Cardiomyopathy (excluding other)	Other
0.0122	Diseases of the digestive system	K11_KELAUC	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)	0.8742	K11_KELAUC	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)	Diseases of the digestive system
0.0474	Diseases of the nervous system	G6_MONOPLE	Monoplegia	0.8747	G6_MONOPLE	Monoplegia	Diseases of the nervous system
